road,identifier,title,subtitle,direction,display_type,coordinate_lat,coordinate_lon,extent_from_lat,extent_from_lon,extent_to_lat,extent_to_lon,impact_lower,impact_upper,length_km,max_speed_kph,max_width_m,start_date,end_date,schedule_text,is_future,is_blocked,lane_config_type,lane_config_desc,total_lanes,open_lanes,closed_lanes,is_2_plus_0,has_breakdown_lane,raw_symbols,target_corridor,raw_description,start_dt,end_dt,in_a8_ost_corridor,in_a93_sued_corridor
A93,2025-050334--vi-bs.2026-06-08_00-00-00-000.devi-zus.2026-06-29_00-00-00-000.de3,A93 | Kronstetten - Schwarzenfeld, Regensburg -> Weiden, Regensburg -> Weiden,ROADWORKS,49.33460246788209,12.151170017872142,,,,,Schwarzenfeld,Kronstetten,,,,2026-06-08T00:00:00+02:00,2026-12-01T00:00:00+02:00,"Zeitraum dieser Bauphase: Beginn: 08.06.26 um 00:00 Uhr Ende: 01.12.26 um 00:00 Uhr (Ende der Gesamtmaßnahme: 01.12.26)  A93: Regensburg -> Weiden, zwischen 0.4 km hinter Kronstetten und 0.8 km vor AS Schwarzenfeld  Länge: 5.2 km | Maximale Durchfahrtsbreite: 5.5 m  A93 Erneuerung an der Decke D153",False,false,2+0_bidirectional,"2+0 configuration: 2 lane(s) in driving direction, 2 lane(s) for oncoming traffic, bidirectional traffic on one carriageway",6,4,2,True,False,"['CLOSED', 'BORDER_LEFT', 'CLOSED', 'ARROW_DOWN', 'SEPARATE', 'ARROW_DOWN', 'SEPARATE', 'ARROW_UP', 'BORDER_RIGHT', 'ARROW_UP']",,"['Zeitraum dieser Bauphase:', 'Beginn: 08.06.26 um 00:00 Uhr', 'Ende: 01.12.26 um 00:00 Uhr', '(Ende der Gesamtmaßnahme: 01.12.26)', '', 'A93: Regensburg -> Weiden, zwischen 0.4 km hinter Kronstetten und 0.8 km vor AS Schwarzenfeld', '', 'Länge: 5.2 km | Maximale Durchfahrtsbreite: 5.5 m', '', 'A93 Erneuerung an der Decke D153']",2026-06-07 22:00:00+00:00,2026-11-30 22:00:00+00:00,False,False
A93,2025-050334--vi-bs.2026-06-08_00-00-00-000.devi-zus.2026-06-29_00-00-00-000.de1,A93 | Schwarzenfeld - Kronstetten, Weiden -> Regensburg, Weiden -> Regensburg,ROADWORKS,49.380976008946824,12.149346306704652,,,,,Kronstetten,Schwarzenfeld,,,,2026-06-08T00:00:00+02:00,2026-12-01T00:00:00+02:00,"Zeitraum dieser Bauphase: Beginn: 08.06.26 um 00:00 Uhr Ende: 01.12.26 um 00:00 Uhr (Ende der Gesamtmaßnahme: 01.12.26)  A93: Weiden -> Regensburg, zwischen 0.8 km hinter AS Schwarzenfeld und 0.4 km vor Kronstetten  Länge: 5.2 km | Maximale Durchfahrtsbreite: 3.5 m  A93 Erneuerung an der Decke D153",False,false,2+0_bidirectional,"2+0 configuration: 2 lane(s) in driving direction, 2 lane(s) for oncoming traffic, bidirectional traffic on one carriageway",6,4,2,True,False,"['ARROW_DOWN', 'BORDER_LEFT', 'ARROW_DOWN', 'SEPARATE', 'ARROW_UP', 'SEPARATE', 'ARROW_UP', 'CLOSED', 'BORDER_RIGHT', 'CLOSED']",,"['Zeitraum dieser Bauphase:', 'Beginn: 08.06.26 um 00:00 Uhr', 'Ende: 01.12.26 um 00:00 Uhr', '(Ende der Gesamtmaßnahme: 01.12.26)', '', 'A93: Weiden -> Regensburg, zwischen 0.8 km hinter AS Schwarzenfeld und 0.4 km vor Kronstetten', '', 'Länge: 5.2 km | Maximale Durchfahrtsbreite: 3.5 m', '', 'A93 Erneuerung an der Decke D153']",2026-06-07 22:00:00+00:00,2026-11-30 22:00:00+00:00,False,False
A93,2025-050324--vi-bs.2026-03-10_00-00-00-000.devi-zus.2026-02-02_00-00-00-000_001.de7,A93 | Schwarzenfeld - Schloßberg, Regensburg -> Weiden, Regensburg -> Weiden,ROADWORKS,49.44482458713037,12.189344976520482,,,,,Schloßberg,Schwarzenfeld,,,,2026-03-10T00:00:00+01:00,2027-03-01T00:00:00+02:00,"Zeitraum dieser Bauphase: Beginn: 10.03.26 um 00:00 Uhr Ende: 01.03.27 um 00:00 Uhr (Ende der Gesamtmaßnahme: 01.03.27)  A93: Regensburg -> Weiden, zwischen 7.1 km hinter AS Schwarzenfeld und 2.1 km vor Schloßberg  Länge: 1.4 km | Max. 100 km/h | Maximale Durchfahrtsbreite: 5.5 m  A93 Brückenneubau Bw 144c",False,false,2+0_bidirectional,"2+0 configuration: 2 lane(s) in driving direction, 2 lane(s) for oncoming traffic, bidirectional traffic on one carriageway",6,4,2,True,False,"['CLOSED', 'BORDER_LEFT', 'ARROW_DOWN', 'ARROW_DOWN', 'SEPARATE', 'ARROW_UP', 'ARROW_UP', 'BORDER_RIGHT', 'CLOSED']",,"['Zeitraum dieser Bauphase:', 'Beginn: 10.03.26 um 00:00 Uhr', 'Ende: 01.03.27 um 00:00 Uhr', '(Ende der Gesamtmaßnahme: 01.03.27)', '', 'A93: Regensburg -> Weiden, zwischen 7.1 km hinter AS Schwarzenfeld und 2.1 km vor Schloßberg', '', 'Länge: 1.4 km | Max. 100 km/h | Maximale Durchfahrtsbreite: 5.5 m', '', 'A93 Brückenneubau Bw 144c']",2026-03-09 23:00:00+00:00,2027-02-28 22:00:00+00:00,False,False
A93,2025-050324--vi-bs.2026-03-10_00-00-00-000.devi-zus.2026-02-02_00-00-00-000_001.de5,A93 | Schloßberg - Schwarzenfeld, Weiden -> Regensburg, Weiden -> Regensburg,ROADWORKS,49.456943428058274,12.194298349365505,,,,,Schwarzenfeld,Schloßberg,,,,2026-03-10T00:00:00+01:00,2027-03-01T00:00:00+02:00,"Zeitraum dieser Bauphase: Beginn: 10.03.26 um 00:00 Uhr Ende: 01.03.27 um 00:00 Uhr (Ende der Gesamtmaßnahme: 01.03.27)  A93: Weiden -> Regensburg, zwischen 2.1 km hinter Schloßberg und 7.1 km vor AS Schwarzenfeld  Länge: 1.4 km | Max. 100 km/h | Maximale Durchfahrtsbreite: 5.5 m  A93 Brückenneubau Bw 144c",False,false,2+0_bidirectional,"2+0 configuration: 2 lane(s) in driving direction, 2 lane(s) for oncoming traffic, bidirectional traffic on one carriageway",6,4,2,True,False,"['CLOSED', 'BORDER_LEFT', 'ARROW_DOWN', 'ARROW_DOWN', 'SEPARATE', 'ARROW_UP', 'ARROW_UP', 'BORDER_RIGHT', 'CLOSED']",,"['Zeitraum dieser Bauphase:', 'Beginn: 10.03.26 um 00:00 Uhr', 'Ende: 01.03.27 um 00:00 Uhr', '(Ende der Gesamtmaßnahme: 01.03.27)', '', 'A93: Weiden -> Regensburg, zwischen 2.1 km hinter Schloßberg und 7.1 km vor AS Schwarzenfeld', '', 'Länge: 1.4 km | Max. 100 km/h | Maximale Durchfahrtsbreite: 5.5 m', '', 'A93 Brückenneubau Bw 144c']",2026-03-09 23:00:00+00:00,2027-02-28 22:00:00+00:00,False,False
A93,2025-048814--vi-bs.2026-03-16_00-00-00-000.devi-zus.2026-03-02_00-00-00-000_002.de3,A93 | Neustadt an der Waldnaab - Windischeschenbach, Weiden -> Hof, Weiden -> Hof,ROADWORKS,49.77900046628182,12.160679206448197,,,,,Windischeschenbach,Neustadt an der Waldnaab,,,,2026-03-16T00:00:00+01:00,2029-08-29T00:00:00+02:00,"Zeitraum dieser Bauphase: Beginn: 16.03.26 um 00:00 Uhr Ende: 29.08.29 um 00:00 Uhr (Ende der Gesamtmaßnahme: 29.08.29)  A93: Weiden -> Hof, zwischen 4.6 km hinter AS Neustadt an der Waldnaab und 2.0 km vor AS Windischeschenbach  Länge: 1.4 km | Max. 80 km/h | Maximale Durchfahrtsbreite: 5.8 m  A93 Brückenneubau Bw 104 a Waldnaabbrücke",False,false,2+0_bidirectional,"2+0 configuration: 2 lane(s) in driving direction, 2 lane(s) for oncoming traffic, bidirectional traffic on one carriageway",7,4,3,True,False,"['ARROW_DOWN', 'BORDER_LEFT', 'ARROW_DOWN', 'SEPARATE', 'ARROW_UP', 'ARROW_UP', 'SEPARATE', 'CLOSED', 'CLOSED', 'BORDER_RIGHT', 'CLOSED']",,"['Zeitraum dieser Bauphase:', 'Beginn: 16.03.26 um 00:00 Uhr', 'Ende: 29.08.29 um 00:00 Uhr', '(Ende der Gesamtmaßnahme: 29.08.29)', '', 'A93: Weiden -> Hof, zwischen 4.6 km hinter AS Neustadt an der Waldnaab und 2.0 km vor AS Windischeschenbach', '', 'Länge: 1.4 km | Max. 80 km/h | Maximale Durchfahrtsbreite: 5.8 m', '', 'A93 Brückenneubau Bw 104 a Waldnaabbrücke']",2026-03-15 23:00:00+00:00,2029-08-28 22:00:00+00:00,False,False
A93,2025-048817--vi-bs.2026-07-01_00-00-00-000.devi-zus.2026-05-04_00-00-00-000_001.de3,A93 | Neustadt an der Waldnaab - Angerholz, Weiden -> Hof, Weiden -> Hof,ROADWORKS,49.754977509007475,12.154039009106246,,,,,Angerholz,Neustadt an der Waldnaab,,,,2026-07-01T00:00:00+02:00,2026-12-01T00:00:00+02:00,"Zeitraum dieser Bauphase: Beginn: 01.07.26 um 00:00 Uhr Ende: 01.12.26 um 00:00 Uhr (Ende der Gesamtmaßnahme: 01.12.26)  A93: Weiden -> Hof, zwischen 1.8 km hinter AS Neustadt an der Waldnaab und 1.3 km vor Angerholz  Länge: 1.75 km | Maximale Durchfahrtsbreite: 3.65 m  A93 Brückeninstandsetzung BW 107",True,false,2+0_bidirectional,"2+0 configuration: 2 lane(s) in driving direction, 2 lane(s) for oncoming traffic, bidirectional traffic on one carriageway",6,4,2,True,False,"['ARROW_DOWN', 'BORDER_LEFT', 'ARROW_DOWN', 'SEPARATE', 'ARROW_UP', 'SEPARATE', 'ARROW_UP', 'CLOSED', 'BORDER_RIGHT', 'CLOSED']",,"['Zeitraum dieser Bauphase:', 'Beginn: 01.07.26 um 00:00 Uhr', 'Ende: 01.12.26 um 00:00 Uhr', '(Ende der Gesamtmaßnahme: 01.12.26)', '', 'A93: Weiden -> Hof, zwischen 1.8 km hinter AS Neustadt an der Waldnaab und 1.3 km vor Angerholz', '', 'Länge: 1.75 km | Maximale Durchfahrtsbreite: 3.65 m', '', 'A93 Brückeninstandsetzung BW 107']",2026-06-30 22:00:00+00:00,2026-11-30 22:00:00+00:00,False,False
A93,2025-048817--vi-bs.2026-07-01_00-00-00-000.devi-zus.2026-05-04_00-00-00-000_001.de1,A93 | Angerholz - Neustadt an der Waldnaab, Hof -> Weiden, Hof -> Weiden,ROADWORKS,49.770542725972376,12.152865108693138,,,,,Neustadt an der Waldnaab,Angerholz,,,,2026-07-01T00:00:00+02:00,2026-12-01T00:00:00+02:00,"Zeitraum dieser Bauphase: Beginn: 01.07.26 um 00:00 Uhr Ende: 01.12.26 um 00:00 Uhr (Ende der Gesamtmaßnahme: 01.12.26)  A93: Hof -> Weiden, zwischen 1.3 km hinter Angerholz und 1.8 km vor AS Neustadt an der Waldnaab  Länge: 1.75 km | Maximale Durchfahrtsbreite: 6.5 m  A93 Brückeninstandsetzung BW 107",True,false,2+0_bidirectional,"2+0 configuration: 2 lane(s) in driving direction, 2 lane(s) for oncoming traffic, bidirectional traffic on one carriageway",6,4,2,True,False,"['CLOSED', 'BORDER_LEFT', 'CLOSED', 'ARROW_DOWN', 'SEPARATE', 'ARROW_DOWN', 'SEPARATE', 'ARROW_UP', 'BORDER_RIGHT', 'ARROW_UP']",,"['Zeitraum dieser Bauphase:', 'Beginn: 01.07.26 um 00:00 Uhr', 'Ende: 01.12.26 um 00:00 Uhr', '(Ende der Gesamtmaßnahme: 01.12.26)', '', 'A93: Hof -> Weiden, zwischen 1.3 km hinter Angerholz und 1.8 km vor AS Neustadt an der Waldnaab', '', 'Länge: 1.75 km | Maximale Durchfahrtsbreite: 6.5 m', '', 'A93 Brückeninstandsetzung BW 107']",2026-06-30 22:00:00+00:00,2026-11-30 22:00:00+00:00,False,False
A93,2025-048814--vi-bs.2026-03-16_00-00-00-000.devi-zus.2026-03-02_00-00-00-000_002.de1,A93 | Windischeschenbach - Neustadt an der Waldnaab, Hof -> Weiden, Hof -> Weiden,ROADWORKS,49.78954175244709,12.17132115042228,,,,,Neustadt an der Waldnaab,Windischeschenbach,,,,2026-03-16T00:00:00+01:00,2029-08-29T00:00:00+02:00,"Zeitraum dieser Bauphase: Beginn: 16.03.26 um 00:00 Uhr Ende: 29.08.29 um 00:00 Uhr (Ende der Gesamtmaßnahme: 29.08.29)  A93: Hof -> Weiden, zwischen 1.9 km hinter AS Windischeschenbach und 4.6 km vor AS Neustadt an der Waldnaab  Länge: 1.4 km | Max. 80 km/h | Maximale Durchfahrtsbreite: 5.8 m  A93 Brückenneubau Bw 104 a Waldnaabbrücke",False,false,2+0_bidirectional,"2+0 configuration: 2 lane(s) in driving direction, 2 lane(s) for oncoming traffic, bidirectional traffic on one carriageway",7,4,3,True,False,"['CLOSED', 'BORDER_LEFT', 'CLOSED', 'CLOSED', 'SEPARATE', 'ARROW_DOWN', 'ARROW_DOWN', 'SEPARATE', 'ARROW_UP', 'BORDER_RIGHT', 'ARROW_UP']",,"['Zeitraum dieser Bauphase:', 'Beginn: 16.03.26 um 00:00 Uhr', 'Ende: 29.08.29 um 00:00 Uhr', '(Ende der Gesamtmaßnahme: 29.08.29)', '', 'A93: Hof -> Weiden, zwischen 1.9 km hinter AS Windischeschenbach und 4.6 km vor AS Neustadt an der Waldnaab', '', 'Länge: 1.4 km | Max. 80 km/h | Maximale Durchfahrtsbreite: 5.8 m', '', 'A93 Brückenneubau Bw 104 a Waldnaabbrücke']",2026-03-15 23:00:00+00:00,2029-08-28 22:00:00+00:00,False,False
A93,2026-030869--vi-bs.2026-06-17_16-00-00-000.de0,A93 | Windischeschenbach - Scherreuth, Hof -> Weiden, Hof -> Weiden,SHORT_TERM_ROADWORKS,49.79882765369966,12.179721308320321,,,,,Scherreuth,Windischeschenbach,,,,,,"Die Baustelle ist zu folgenden Zeiträumen gültig: 19.06.26 00:00 bis zum 20.06.26 24:00 Uhr. 21.06.26 00:00 bis zum 22.06.26 12:00 Uhr.  A93: Hof -> Weiden, zwischen 0.7 km hinter AS Windischeschenbach und 1.5 km vor Scherreuth  Länge: 0.6 km | Max. 80 km/h | Maximale Durchfahrtsbreite: 4 m  A93 von Windischeschenbach (AS) nach Scherreuth (Parkplatz) Schallschutzarbeiten",False,false,2+0_bidirectional,"2+0 configuration: 0 lane(s) in driving direction, 1 lane(s) for oncoming traffic, bidirectional traffic on one carriageway",3,1,2,True,False,"['SEPARATE', 'ARROW_UP', 'CLOSED', 'BORDER_RIGHT', 'CLOSED']",,"['Die Baustelle ist zu folgenden Zeiträumen gültig:', '19.06.26 00:00 bis zum 20.06.26 24:00 Uhr.', '21.06.26 00:00 bis zum 22.06.26 12:00 Uhr.', '', 'A93: Hof -> Weiden, zwischen 0.7 km hinter AS Windischeschenbach und 1.5 km vor Scherreuth', '', 'Länge: 0.6 km | Max. 80 km/h | Maximale Durchfahrtsbreite: 4 m', '', 'A93 von Windischeschenbach (AS) nach Scherreuth (Parkplatz) Schallschutzarbeiten']",,,False,False
A93,2025-048809--vi-bs.2026-05-30_00-00-00-000.devi-zus.2026-03-16_00-00-00-000_001.de3,A93 | Höchstädt - Schönwald, Weiden -> Hof, Weiden -> Hof,ROADWORKS,50.13193492238086,12.090155482897933,,,,,Schönwald,Höchstädt,,,,2026-05-30T00:00:00+02:00,2026-08-17T00:00:00+02:00,"Zeitraum dieser Bauphase: Beginn: 30.05.26 um 00:00 Uhr Ende: 17.08.26 um 00:00 Uhr (Ende der Gesamtmaßnahme: 28.11.26)  A93: Weiden -> Hof, zwischen 3.3 km hinter AS Höchstädt und 5.3 km vor AS Schönwald  Länge: 7.23 km | Maximale Durchfahrtsbreite: 3.5 m  A93 Erneuerung an der Decke D51",False,false,2+0_bidirectional,"2+0 configuration: 1 lane(s) in driving direction, 1 lane(s) for oncoming traffic, bidirectional traffic on one carriageway",5,2,3,True,True,"['BREAKDOWN_LANE', 'BORDER_LEFT', 'ARROW_DOWN', 'SEPARATE', 'ARROW_UP', 'SEPARATE', 'CLOSED', 'CLOSED', 'BORDER_RIGHT', 'CLOSED']",,"['Zeitraum dieser Bauphase:', 'Beginn: 30.05.26 um 00:00 Uhr', 'Ende: 17.08.26 um 00:00 Uhr', '(Ende der Gesamtmaßnahme: 28.11.26)', '', 'A93: Weiden -> Hof, zwischen 3.3 km hinter AS Höchstädt und 5.3 km vor AS Schönwald', '', 'Länge: 7.23 km | Maximale Durchfahrtsbreite: 3.5 m', '', 'A93 Erneuerung an der Decke D51']",2026-05-29 22:00:00+00:00,2026-08-16 22:00:00+00:00,False,False
A93,2025-048808--vi-bs.2026-06-30_00-00-00-000.devi-zus.2026-06-30_00-00-00-000.de3,A93 | Selb-Nord - Schönwald, Weiden -> Hof, Weiden -> Hof,ROADWORKS,50.21015591423859,12.108168479056324,,,,,Schönwald,Selb-Nord,,,,2026-06-30T00:00:00+02:00,2026-12-01T00:00:00+02:00,"Zeitraum dieser Bauphase: Beginn: 30.06.26 um 00:00 Uhr Ende: 01.12.26 um 00:00 Uhr (Ende der Gesamtmaßnahme: 01.12.26)  A93: Weiden -> Hof, zwischen 4.3 km hinter AS Selb-Nord und 0.3 km vor AS Schönwald  Länge: 1.1 km | Maximale Durchfahrtsbreite: 3.5 m  A93 Schallschutzarbeiten",True,false,2+0_bidirectional,"2+0 configuration: 2 lane(s) in driving direction, 2 lane(s) for oncoming traffic, bidirectional traffic on one carriageway",6,4,2,True,False,"['ARROW_DOWN', 'BORDER_LEFT', 'ARROW_DOWN', 'SEPARATE', 'ARROW_UP', 'SEPARATE', 'ARROW_UP', 'CLOSED', 'BORDER_RIGHT', 'CLOSED']",,"['Zeitraum dieser Bauphase:', 'Beginn: 30.06.26 um 00:00 Uhr', 'Ende: 01.12.26 um 00:00 Uhr', '(Ende der Gesamtmaßnahme: 01.12.26)', '', 'A93: Weiden -> Hof, zwischen 4.3 km hinter AS Selb-Nord und 0.3 km vor AS Schönwald', '', 'Länge: 1.1 km | Maximale Durchfahrtsbreite: 3.5 m', '', 'A93 Schallschutzarbeiten']",2026-06-29 22:00:00+00:00,2026-11-30 22:00:00+00:00,False,False
A93,2025-048808--vi-bs.2026-06-30_00-00-00-000.devi-zus.2026-06-30_00-00-00-000.de1,A93 | Schönwald - Selb-Nord, Hof -> Weiden, Hof -> Weiden,ROADWORKS,50.21459787350136,12.095074831061764,,,,,Selb-Nord,Schönwald,,,,2026-06-30T00:00:00+02:00,2026-12-01T00:00:00+02:00,"Zeitraum dieser Bauphase: Beginn: 30.06.26 um 00:00 Uhr Ende: 01.12.26 um 00:00 Uhr (Ende der Gesamtmaßnahme: 01.12.26)  A93: Hof -> Weiden, zwischen 0.3 km hinter AS Schönwald und 4.3 km vor AS Selb-Nord  Länge: 1.1 km | Maximale Durchfahrtsbreite: 5.5 m  A93 Schallschutzarbeiten",True,false,2+0_bidirectional,"2+0 configuration: 2 lane(s) in driving direction, 2 lane(s) for oncoming traffic, bidirectional traffic on one carriageway",6,4,2,True,False,"['CLOSED', 'BORDER_LEFT', 'CLOSED', 'ARROW_DOWN', 'SEPARATE', 'ARROW_DOWN', 'SEPARATE', 'ARROW_UP', 'BORDER_RIGHT', 'ARROW_UP']",,"['Zeitraum dieser Bauphase:', 'Beginn: 30.06.26 um 00:00 Uhr', 'Ende: 01.12.26 um 00:00 Uhr', '(Ende der Gesamtmaßnahme: 01.12.26)', '', 'A93: Hof -> Weiden, zwischen 0.3 km hinter AS Schönwald und 4.3 km vor AS Selb-Nord', '', 'Länge: 1.1 km | Maximale Durchfahrtsbreite: 5.5 m', '', 'A93 Schallschutzarbeiten']",2026-06-29 22:00:00+00:00,2026-11-30 22:00:00+00:00,False,False
A93,2025-048809--vi-bs.2026-05-30_00-00-00-000.devi-zus.2026-03-16_00-00-00-000_001.de1,A93 | Schönwald - Höchstädt, Hof -> Weiden, Hof -> Weiden,ROADWORKS,50.18433354914845,12.120264255185697,,,,,Höchstädt,Schönwald,,,,2026-05-30T00:00:00+02:00,2026-08-17T00:00:00+02:00,"Zeitraum dieser Bauphase: Beginn: 30.05.26 um 00:00 Uhr Ende: 17.08.26 um 00:00 Uhr (Ende der Gesamtmaßnahme: 28.11.26)  A93: Hof -> Weiden, zwischen 5.3 km hinter AS Schönwald und 3.3 km vor AS Höchstädt  Länge: 7.23 km | Maximale Durchfahrtsbreite: 5.7 m  A93 Erneuerung an der Decke D51",False,false,2+0_bidirectional,"2+0 configuration: 1 lane(s) in driving direction, 1 lane(s) for oncoming traffic, bidirectional traffic on one carriageway",5,2,3,True,True,"['CLOSED', 'BORDER_LEFT', 'CLOSED', 'CLOSED', 'SEPARATE', 'ARROW_DOWN', 'SEPARATE', 'ARROW_UP', 'BORDER_RIGHT', 'BREAKDOWN_LANE']",,"['Zeitraum dieser Bauphase:', 'Beginn: 30.05.26 um 00:00 Uhr', 'Ende: 17.08.26 um 00:00 Uhr', '(Ende der Gesamtmaßnahme: 28.11.26)', '', 'A93: Hof -> Weiden, zwischen 5.3 km hinter AS Schönwald und 3.3 km vor AS Höchstädt', '', 'Länge: 7.23 km | Maximale Durchfahrtsbreite: 5.7 m', '', 'A93 Erneuerung an der Decke D51']",2026-05-29 22:00:00+00:00,2026-08-16 22:00:00+00:00,False,False
A93,2025-063334--vi-bs.2026-06-24_00-00-00-000.devi-zus.2026-04-13_00-00-00-000_014.de81,A3 Erneuerung BW 50 Vorarbeiten, Holledau -> Regensburg, Holledau -> Regensburg,ROADWORKS,49.00621720873648,12.06097901681181,,,,,,,,,,2026-06-24T00:00:00+02:00,2026-07-11T00:00:00+02:00,"Zeitraum dieser Bauphase: Beginn: 24.06.26 um 00:00 Uhr Ende: 11.07.26 um 00:00 Uhr (Ende der Gesamtmaßnahme: 24.11.26)  Von A93: Holledau -> Regensburg, zwischen 0.6 km hinter AS Regensburg-Kumpfmühl und AS Regensburg-Königswiesen nach Abfahrt von der A93: AS Regensburg-Königswiesen (aus Richtung Regensburg-Kumpfmühl)  Länge: 0.21 km | Maximale Durchfahrtsbreite: 2.75 m  A3 Erneuerung BW 50 Vorarbeiten",True,false,2+0_bidirectional,"2+0 configuration: 0 lane(s) in driving direction, 1 lane(s) for oncoming traffic, bidirectional traffic on one carriageway",1,1,0,True,True,"['SEPARATE', 'ARROW_UP', 'BORDER_RIGHT', 'BREAKDOWN_LANE']",,"['Zeitraum dieser Bauphase:', 'Beginn: 24.06.26 um 00:00 Uhr', 'Ende: 11.07.26 um 00:00 Uhr', '(Ende der Gesamtmaßnahme: 24.11.26)', '', 'Von A93: Holledau -> Regensburg, zwischen 0.6 km hinter AS Regensburg-Kumpfmühl und AS Regensburg-Königswiesen nach Abfahrt von der A93: AS Regensburg-Königswiesen (aus Richtung Regensburg-Kumpfmühl)', '', 'Länge: 0.21 km | Maximale Durchfahrtsbreite: 2.75 m', '', 'A3 Erneuerung BW 50 Vorarbeiten']",2026-06-23 22:00:00+00:00,2026-07-10 22:00:00+00:00,False,False
A93,2025-063334--vi-bs.2026-06-24_00-00-00-000.devi-zus.2026-04-13_00-00-00-000_014.de79,A3 Erneuerung BW 50 Vorarbeiten, AS Regensburg-Kumpfmühl (aus Richtung Regensburg) nach A93, AS Regensburg-Kumpfmühl (aus Richtung Regensburg) nach A93,ROADWORKS,49.00206823774284,12.065525855747598,,,,,,,,,,2026-06-24T00:00:00+02:00,2026-07-11T00:00:00+02:00,"Zeitraum dieser Bauphase: Beginn: 24.06.26 um 00:00 Uhr Ende: 11.07.26 um 00:00 Uhr (Ende der Gesamtmaßnahme: 24.11.26)  Von Auffahrt auf die A93: AS Regensburg-Kumpfmühl (aus Richtung Regensburg) nach A93: Holledau -> Regensburg, zwischen AS Regensburg-Kumpfmühl und 0.5 km vor AS Regensburg-Königswiesen  Länge: 0.58 km | Maximale Durchfahrtsbreite: 2.75 m  A3 Erneuerung BW 50 Vorarbeiten",True,false,2+0_bidirectional,"2+0 configuration: 0 lane(s) in driving direction, 1 lane(s) for oncoming traffic, bidirectional traffic on one carriageway",2,1,1,True,False,"['SEPARATE', 'ARROW_UP', 'CLOSED']",,"['Zeitraum dieser Bauphase:', 'Beginn: 24.06.26 um 00:00 Uhr', 'Ende: 11.07.26 um 00:00 Uhr', '(Ende der Gesamtmaßnahme: 24.11.26)', '', 'Von Auffahrt auf die A93: AS Regensburg-Kumpfmühl (aus Richtung Regensburg) nach A93: Holledau -> Regensburg, zwischen AS Regensburg-Kumpfmühl und 0.5 km vor AS Regensburg-Königswiesen', '', 'Länge: 0.58 km | Maximale Durchfahrtsbreite: 2.75 m', '', 'A3 Erneuerung BW 50 Vorarbeiten']",2026-06-23 22:00:00+00:00,2026-07-10 22:00:00+00:00,False,False
