date,record_id,region_code,region_name,country_code,country_name,holiday_class,api_type,name,start_date,end_date,day_index,days_to_end,duration_days,weekday_iso,is_weekend,is_start_date,is_end_date
2024-08-16,de6d9550-6819-4bb2-8b8e-9c0697572c82,AT-TI,Tyrol,AT,Austria,school_holiday,School,Summer Holidays,2024-07-06,2024-09-08,41,23,65,5,false,false,false
2024-08-16,871df250-0576-493c-aea4-e64ee4608bef,DE-BY,Bavaria,DE,Germany,school_holiday,School,Summer Holidays,2024-07-29,2024-09-09,18,24,43,5,false,false,false
2024-08-17,de6d9550-6819-4bb2-8b8e-9c0697572c82,AT-SB,Salzburg,AT,Austria,school_holiday,School,Summer Holidays,2024-07-06,2024-09-08,42,22,65,6,true,false,false
2024-08-17,de6d9550-6819-4bb2-8b8e-9c0697572c82,AT-TI,Tyrol,AT,Austria,school_holiday,School,Summer Holidays,2024-07-06,2024-09-08,42,22,65,6,true,false,false
2024-08-17,871df250-0576-493c-aea4-e64ee4608bef,DE-BY,Bavaria,DE,Germany,school_holiday,School,Summer Holidays,2024-07-29,2024-09-09,19,23,43,6,true,false,false
2024-08-18,de6d9550-6819-4bb2-8b8e-9c0697572c82,AT-SB,Salzburg,AT,Austria,school_holiday,School,Summer Holidays,2024-07-06,2024-09-08,43,21,65,7,true,false,false
2024-08-18,de6d9550-6819-4bb2-8b8e-9c0697572c82,AT-TI,Tyrol,AT,Austria,school_holiday,School,Summer Holidays,2024-07-06,2024-09-08,43,21,65,7,true,false,false
2024-08-18,871df250-0576-493c-aea4-e64ee4608bef,DE-BY,Bavaria,DE,Germany,school_holiday,School,Summer Holidays,2024-07-29,2024-09-09,20,22,43,7,true,false,false
2024-08-19,de6d9550-6819-4bb2-8b8e-9c0697572c82,AT-SB,Salzburg,AT,Austria,school_holiday,School,Summer Holidays,2024-07-06,2024-09-08,44,20,65,1,false,false,false
2024-08-19,de6d9550-6819-4bb2-8b8e-9c0697572c82,AT-TI,Tyrol,AT,Austria,school_holiday,School,Summer Holidays,2024-07-06,2024-09-08,44,20,65,1,false,false,false
2024-08-19,871df250-0576-493c-aea4-e64ee4608bef,DE-BY,Bavaria,DE,Germany,school_holiday,School,Summer Holidays,2024-07-29,2024-09-09,21,21,43,1,false,false,false
2024-08-20,de6d9550-6819-4bb2-8b8e-9c0697572c82,AT-SB,Salzburg,AT,Austria,school_holiday,School,Summer Holidays,2024-07-06,2024-09-08,45,19,65,2,false,false,false
2024-08-20,de6d9550-6819-4bb2-8b8e-9c0697572c82,AT-TI,Tyrol,AT,Austria,school_holiday,School,Summer Holidays,2024-07-06,2024-09-08,45,19,65,2,false,false,false
2024-08-20,871df250-0576-493c-aea4-e64ee4608bef,DE-BY,Bavaria,DE,Germany,school_holiday,School,Summer Holidays,2024-07-29,2024-09-09,22,20,43,2,false,false,false
2024-08-21,de6d9550-6819-4bb2-8b8e-9c0697572c82,AT-SB,Salzburg,AT,Austria,school_holiday,School,Summer Holidays,2024-07-06,2024-09-08,46,18,65,3,false,false,false
